P23872, ['Acetyl esterase', 'EcE'],,,,,,,,,,,,,
P23873, ['Antitoxin HipB'],,,,,,,,,,,,,,
P23874, ['Serine/threonine-protein kinase toxin HipA', 'Ser/Thr-protein kinase HipA', 'Toxin HipA'],,,,,,,,,,,,
P23882, ['Methionyl-tRNA formyltransferase', 'Met-tRNA(fMet) formyltransferase'],,,,,,,,,,,,,
P23883, ['NADP/NAD-dependent aldehyde dehydrogenase PuuC', 'ALDH', '3-hydroxypropionaldehyde dehydrogenase', 'Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase', 'Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase'],,,,,,,,,,
P23886, ['Glutathione/L-cysteine transport system ATP-binding/permease protein CydC'],,,,,,,,,,,,,,
P23890, ['Transcriptional activator CadC', 'Membrane-integrated pH sensor CadC'],,,,,,,,,,,,,
P23893, ['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA', 'Glutamate-1-semialdehyde aminotransferase', 'GSA-AT'],,,,,,,,,,
P23894, ['Protease HtpX', 'Heat shock protein HtpX'],,,,,,,,,,,,,
P23895, ['Multidrug transporter EmrE', 'Efflux-multidrug resistance protein EmrE', 'Ethidium resistance protein', 'Methyl viologen resistance protein C'],,,,,,,,,,,
P23908, ['Acetylornithine deacetylase', 'AO', 'Acetylornithinase', 'N-acetylornithinase', 'NAO'],,,,,,,,,,
P23909, ['DNA mismatch repair protein MutS'],,,,,,,,,,,,,,
P23930, ['Apolipoprotein N-acyltransferase', 'ALP N-acyltransferase', 'Copper homeostasis protein CutE'],,,,,,,,,,,,
P24171, ['Dipeptidyl carboxypeptidase', 'Peptidyl-dipeptidase Dcp'],,,,,,,,,,,,,
P24177, ['Probable aminoglycoside efflux pump', 'Acriflavine resistance protein D'],,,,,,,,,,,,,
P24182, ['Biotin carboxylase', 'Acetyl-coenzyme A carboxylase biotin carboxylase subunit A'],,,,,,,,,,,,,
P24183, ['Formate dehydrogenase, nitrate-inducible, major subunit', 'Anaerobic formate dehydrogenase major subunit', 'Formate dehydrogenase-N subunit alpha', 'FDH-N subunit alpha'],,,,,,,,,
P24186, ['Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ]'],,,,,,,,,,,,,,
P24188, ['tRNA uridine(34) hydroxylase', 'EC 1.14.-.-', 'ORF39.9', 'tRNA hydroxylation protein O'],,,,,,,,,,,
P24192, ['Hydrogenase maturation factor HypD', 'Hydrogenase isoenzymes formation protein HypD'],,,,,,,,,,,,,
P24193, ['Carbamoyl dehydratase HypE', 'Hydrogenase maturation factor HypE'],,,,,,,,,,,,,
P24203, ['Zinc chaperone YjiA', 'GTP-binding protein YjiA'],,,,,,,,,,,,,
P24207, ['Phenylalanine-specific permease', 'Phenylalanine:H(+) symporter PheP'],,,,,,,,,,,,,
P24215, ['Mannonate dehydratase', 'D-mannonate hydro-lyase'],,,,,,,,,,,,,
P24224, ['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase'," ""4'-phosphopantetheinyl transferase AcpS""]",,,,,,,,,,,,
P24228, ['D-alanyl-D-alanine carboxypeptidase DacB', 'DD-carboxypeptidase', 'DD-peptidase', 'D-alanyl-D-alanine endopeptidase', 'DD-endopeptidase', 'Penicillin-binding protein 4', 'PBP-4'],,,,,,,,
P24230, ['ATP-dependent DNA helicase RecG'],,,,,,,,,,,,,,
P24232, ['Flavohemoprotein', 'Flavohemoglobin', 'HMP', 'Hemoglobin-like protein', 'Nitric oxide dioxygenase', 'NO oxygenase', 'NOD'],,,,,,,,
P24554, ['DNA repair protein RadA', 'Branch migration protein RadA', 'DNA repair protein Sms'],,,,,,,,,,,,
P25397, ['Tellurite methyltransferase', 'Chalcogen-detoxifying protein TehB', 'Selenite methyltransferase', 'Tellurite resistance protein TehB'],,,,,,,,,,,
P25437, ['S-(hydroxymethyl)glutathione dehydrogenase', 'Alcohol dehydrogenase class-3', 'Alcohol dehydrogenase class-III', 'Glutathione-dependent formaldehyde dehydrogenase', 'FALDH', 'FDH', 'GSH-FDH'],,,,,,,,
P25516, ['Aconitate hydratase A', 'ACN', 'Aconitase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein', 'Stationary phase enzyme'],,,,,,,,
P25519, ['GTPase HflX', 'GTP-binding protein HflX'],,,,,,,,,,,,,
P25522, ['tRNA modification GTPase MnmE', 'EC 3.6.-.-'],,,,,,,,,,,,,
P25524, ['Cytosine deaminase', 'CD', 'CDA', 'CDase', 'Cytosine aminohydrolase', 'Isoguanine deaminase'],,,,,,,,,
P25526, ['Succinate-semialdehyde dehydrogenase [NADP(+)] GabD', 'SSDH', 'Glutarate-semialdehyde dehydrogenase'],,,,,,,,,,,,
P25527, ['Gamma-aminobutyric acid permease', 'GABA permease', '4-aminobutyrate carrier', '4-aminobutyrate permease', 'Gamma-aminobutyrate permease'],,,,,,,,,,
P25534, ['2-octaprenyl-6-methoxyphenol hydroxylase'],,,,,,,,,,,,,,
P25535, ['2-octaprenylphenol hydroxylase', '2-polyprenylphenol 6-hydroxylase'],,,,,,,,,,,,,
P25536, ['dTTP/UTP pyrophosphatase', 'dTTPase/UTPase', 'Nucleoside triphosphate pyrophosphatase', 'Nucleotide pyrophosphatase', 'Nucleotide PPase'],,,,,,,,,,
P25539, ['Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase', 'DRAP deaminase', 'Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase  (HTP reductase)]'],,,,,,,,,,,,
P25552," [""Guanosine-5'-triphosphate","3'-diphosphate pyrophosphatase""", 'Guanosine pentaphosphate phosphohydrolase'," ""pppGpp-5'-phosphohydrolase""]",,,,,,,,,,,
P25553, ['Lactaldehyde dehydrogenase', 'Aldehyde dehydrogenase A', 'Glycolaldehyde dehydrogenase'],,,,,,,,,,,,
P25665, ['5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase', 'Cobalamin-independent methionine synthase', 'Methionine synthase, vitamin-B12 independent isozyme'],,,,,,,,,,,
P25714, ['Membrane protein insertase YidC', 'Foldase YidC', 'Inner membrane protein YidC', 'Membrane integrase YidC', 'Oxa1Ec'],,,,,,,,,,
P25718, ['Periplasmic alpha-amylase', '1,4-alpha-D-glucan glucanohydrolase'],,,,,,,,,,,,
P25737, ['Lysine-specific permease LysP', 'Lysine transporter LysP', 'Trigger transporter LysP'],,,,,,,,,,,,
P25745, ['tRNA-specific 2-thiouridylase MnmA'],,,,,,,,,,,,,,
P25888, ['ATP-dependent RNA helicase RhlE'],,,,,,,,,,,,,,
P25889, ['NAD-dependent dihydropyrimidine dehydrogenase subunit PreA', 'DPD', 'Dihydrothymine dehydrogenase', 'Dihydrouracil dehydrogenase'],,,,,,,,,,,
P25894, ['Metalloprotease LoiP'],,,,,,,,,,,,,,
P26458, ['Cytochrome bd-II ubiquinol oxidase subunit 2', 'Cytochrome bd-II oxidase subunit II'],,,,,,,,,,,,,
P26459, ['Cytochrome bd-II ubiquinol oxidase subunit 1', 'Cytochrome bd-II oxidase subunit I'],,,,,,,,,,,,,
P26602, ['Chorismate pyruvate-lyase', 'CL', 'CPL'],,,,,,,,,,,,
P26616, ['NAD-dependent malic enzyme', 'NAD-ME'],,,,,,,,,,,,,
P26648, ['Cell division protein FtsP'],,,,,,,,,,,,,,
P27125, ['L-rhamnose-proton symporter', 'L-rhamnose-H(+) transport protein'],,,,,,,,,,,,,
P27249, ['Bifunctional uridylyltransferase/uridylyl-removing enzyme', 'UTase/UR', 'Bifunctional [protein-PII] modification enzyme', 'Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase', 'UTase) ; [Protein-PII]-UMP uridylyl-removing enzyme (UR) ]'],,,,,,,,,,
P27250, ['Aldehyde reductase Ahr', 'Zinc-dependent alcohol dehydrogenase Ahr'],,,,,,,,,,,,,
P27278, ['Trifunctional NAD biosynthesis/regulator protein NadR [Includes: Transcriptional regulator NadR; Nicotinamide mononucleotide adenylyltransferase', 'NMN adenylyltransferase', 'NMN-AT', 'NMNAT', 'Nicotinamide ribonucleotide adenylyltransferase', 'Nicotinamide-nucleotide adenylyltransferase); Ribosylnicotinamide kinase (RNK', 'Nicotinamide riboside kinase', 'NRK', 'NmR-K)]'],,,,,,
P27296, ['ATP-dependent DNA helicase DinG'],,,,,,,,,,,,,,
P27302, ['Transketolase 1', 'TK 1'],,,,,,,,,,,,,
P27303, ['Multidrug export protein EmrA'],,,,,,,,,,,,,,
P27306, ['Soluble pyridine nucleotide transhydrogenase', 'STH', 'NAD(P)(+) transhydrogenase [B-specific]'],,,,,,,,,,,,
P27431, ['Ribosomal protein uL16 3-hydroxylase', 'Ribosomal oxygenase RoxA', 'ROX'],,,,,,,,,,,,
P27434, ['Cytoskeleton protein RodZ'],,,,,,,,,,,,,,
P27550, ['Acetyl-coenzyme A synthetase', 'AcCoA synthetase', 'Acs', 'Acetate--CoA ligase', 'Acyl-activating enzyme'],,,,,,,,,,
P27828, ['UDP-N-acetylglucosamine 2-epimerase', 'Bacteriophage N4 adsorption protein C', 'UDP-GlcNAc-2-epimerase'],,,,,,,,,,,,
P27829, ['UDP-N-acetyl-D-mannosamine dehydrogenase', 'UDP-ManNAc 6-dehydrogenase'],,,,,,,,,,,,,
P27830, ['dTDP-glucose 4,6-dehydratase 2'],,,,,,,,,,,,,
P27833, ['dTDP-4-amino-4,6-dideoxygalactose transaminase'],,,,,,,,,,,,,
P27838, ['Iron-sulfur cluster assembly protein CyaY', 'Bacterial frataxin ortholog'],,,,,,,,,,,,,
P27848, ['Pyridoxal phosphate phosphatase YigL', 'PLP phosphatase', 'Sugar phosphatase'],,,,,,,,,,,,
P27859," [""3'-5' ssDNA/RNA exonuclease TatD""", 'DNase TatD'],,,,,,,,,,,,,
P28246, ['Bicyclomycin resistance protein', 'Sulfonamide resistance protein'],,,,,,,,,,,,,
P28248, ['dCTP deaminase', 'Deoxycytidine triphosphate deaminase'],,,,,,,,,,,,,
P28305, ['Aminodeoxychorismate lyase', '4-amino-4-deoxychorismate lyase', 'ADC lyase', 'ADCL'],,,,,,,,,,,
P28306, ['Endolytic murein transglycosylase', 'Peptidoglycan polymerization terminase'],,,,,,,,,,,,,
P28629, ['Biodegradative arginine decarboxylase', 'ADC'],,,,,,,,,,,,,
P28630, ['DNA polymerase III subunit delta'],,,,,,,,,,,,,,
P28861, ['Flavodoxin/ferredoxin--NADP reductase', 'Ferredoxin (flavodoxin):NADP(+) oxidoreductase', 'Ferredoxin--NADP reductase', 'FNR', 'Flavodoxin--NADP reductase', 'FLDR', 'Methyl viologen resistance protein A', 'dA1'],,,,,,,
P28903, ['Anaerobic ribonucleoside-triphosphate reductase', 'Class III ribonucleoside-triphosphate reductase'],,,,,,,,,,,,,
P29018, ['Glutathione/L-cysteine transport system ATP-binding/permease protein CydD'],,,,,,,,,,,,,,
P29131, ['Cell division protein FtsN'],,,,,,,,,,,,,,
P29745, ['Peptidase T', 'Aminotripeptidase', 'Tripeptidase', 'Tripeptide aminopeptidase'],,,,,,,,,,,
P30011, ['Nicotinate-nucleotide pyrophosphorylase [carboxylating]', 'Quinolinate phosphoribosyltransferase [decarboxylating]', 'QAPRTase'],,,,,,,,,,,,
P30014, ['Ribonuclease T', 'Exoribonuclease T', 'RNase T'],,,,,,,,,,,,
P30125, ['3-isopropylmalate dehydrogenase', '3-IPM-DH', 'Beta-IPM dehydrogenase', 'IMDH'],,,,,,,,,,,
P30131, ['Carbamoyltransferase HypF', 'EC 6.2.-.-', 'Carbamoyl phosphate-converting enzyme HypF', '[NiFe]-hydrogenase maturation factor HypF', 'Hydrogenase maturation protein HypF'],,,,,,,,,,
P30138, ['Sulfur carrier protein ThiS adenylyltransferase'],,,,,,,,,,,,,,
P30139, ['Thiazole synthase'],,,,,,,,,,,,,,
P30140, ['2-iminoacetate synthase', 'Dehydroglycine synthase', 'Tyrosine lyase'],,,,,,,,,,,,
P30147, ['Hydroxypyruvate isomerase', 'Glyoxylate-induced protein'],,,,,,,,,,,,,
P30176, ['N-glycosidase YbiA', 'Riboflavin biosynthesis intermediates N-glycosidase'],,,,,,,,,,,,,
P30178, ['Hydroxycarboxylate dehydrogenase B', '2-oxoglutarate reductase', 'Hydroxyphenylpyruvate reductase', 'Phenylpyruvate reductase'],,,,,,,,,,,
P30745," [""GTP 3'","8-cyclase""", 'Molybdenum cofactor biosynthesis protein A'],,,,,,,,,,,,
P30748, ['Molybdopterin synthase sulfur carrier subunit', 'MPT synthase subunit 1', 'Molybdenum cofactor biosynthesis protein D', 'Molybdopterin-converting factor small subunit', 'Molybdopterin-converting factor subunit 1', 'Sulfur carrier protein MoaD'],,,,,,,,,
P30749, ['Molybdopterin synthase catalytic subunit', 'MPT synthase subunit 2', 'Molybdenum cofactor biosynthesis protein E', 'Molybdopterin-converting factor large subunit', 'Molybdopterin-converting factor subunit 2'],,,,,,,,,,
P30750, ['Methionine import ATP-binding protein MetN'],,,,,,,,,,,,,,
P30844, ['Sensor protein BasS'],,,,,,,,,,,,,,
P30847, ['Signal transduction histidine-protein kinase BaeS'],,,,,,,,,,,,,,
P30850, ['Exoribonuclease 2', 'Exoribonuclease II', 'RNase II', 'Ribonuclease II'],,,,,,,,,,,
P30855, ['Sensor protein EvgS'],,,,,,,,,,,,,,
P30870, ['Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme', 'ATP:glutamine synthetase adenylyltransferase', 'ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase  (Adenylyl removase', 'AR', 'AT-N', 'AT-N440', 'P-I); Glutamine synthetase adenylyl transferase  (Adenylyl transferase', 'AT', 'AT-C)]'],,,,,,
P30958, ['Transcription-repair-coupling factor', 'TRCF'],,,,,,,,,,,,,
P31057, ['3-methyl-2-oxobutanoate hydroxymethyltransferase', 'Ketopantoate hydroxymethyltransferase', 'KPHMT'],,,,,,,,,,,,
P31069, ['Voltage-gated potassium channel Kch'],,,,,,,,,,,,,,
P31119, ['Bifunctional protein Aas [Includes: 2-acylglycerophosphoethanolamine acyltransferase', '2-acyl-GPE acyltransferase', 'Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase); Acyl-[acyl-carrier-protein] synthetase  (Acyl-ACP synthetase', 'Long-chain-fatty-acid--[acyl-carrier-protein] ligase)]'],,,,,,,,,,,
P31120, ['Phosphoglucosamine mutase'],,,,,,,,,,,,,,
P31129, ['Diguanylate cyclase DgcZ', 'DGC', 'Zinc-sensory diguanylate cyclase'],,,,,,,,,,,,
P31133, ['Putrescine-binding periplasmic protein PotF'],,,,,,,,,,,,,,
P31134, ['Putrescine transport ATP-binding protein PotG'],,,,,,,,,,,,,,
P31142, ['3-mercaptopyruvate sulfurtransferase', 'MST', 'Rhodanese-like protein'],,,,,,,,,,,,
P31224, ['Multidrug efflux pump subunit AcrB', 'AcrAB-TolC multidrug efflux pump subunit AcrB', 'Acridine resistance protein B'],,,,,,,,,,,,
P31460, ['Galactonate operon transcriptional repressor', 'HTH-type transcriptional repressor DgoR'],,,,,,,,,,,,,
P31466, ['Adenine permease AdeP'],,,,,,,,,,,,,,
P31473, ['ATPase RavA', 'Regulatory ATPase variant A'],,,,,,,,,,,,,
P31545, ['Deferrochelatase', 'Peroxidase EfeB'],,,,,,,,,,,,,
P31547, ['D-methionine transport system permease protein MetI'],,,,,,,,,,,,,,
P31550, ['Thiamine-binding periplasmic protein'],,,,,,,,,,,,,,
P31551, ['Carnitinyl-CoA dehydratase', 'Crotonobetainyl-CoA hydratase'],,,,,,,,,,,,,
P31552, ['Crotonobetaine/carnitine--CoA ligase', 'Betaine:CoA ligase'],,,,,,,,,,,,,
P31553, ['L-carnitine/gamma-butyrobetaine antiporter'],,,,,,,,,,,,,,
P31554, ['LPS-assembly protein LptD', 'Organic solvent tolerance protein'],,,,,,,,,,,,,
P31572, ['L-carnitine CoA-transferase', 'Crotonobetainyl-CoA:carnitine CoA-transferase'],,,,,,,,,,,,,
P31658, ['Protein/nucleic acid deglycase 1', 'Glyoxalase III', 'Holding molecular chaperone', 'Hsp31', 'Maillard deglycase'],,,,,,,,,,
P31660, ['2-methylcitrate synthase', '2-MCS', 'MCS', '(2S,3S)-2-methylcitrate synthase', 'Citrate synthase'],,,,,,,,,
P31663, ['Pantothenate synthetase', 'PS', 'Pantoate--beta-alanine ligase', 'Pantoate-activating enzyme'],,,,,,,,,,,
P31667, ['Recombination-promoting nuclease RpnA'],,,,,,,,,,,,,,
P31677, ['Trehalose-6-phosphate synthase', 'TPS', 'Alpha,alpha-trehalose-phosphate synthase [UDP-forming]', 'Osmoregulatory trehalose synthesis protein A', 'OtsA', 'UDP-glucose-glucosephosphate glucosyltransferase'],,,,,,,,
P31678, ['Trehalose-6-phosphate phosphatase', 'TPP', 'Osmoregulatory trehalose synthesis protein B', 'Trehalose 6-phosphate phosphatase', 'Trehalose-phosphatase'],,,,,,,,,,
P31806, ['Bifunctional NAD(P)H-hydrate repair enzyme Nnr', 'Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase  (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase  (NAD(P)HX epimerase)]'],,,,,,,,,,,,,
P31979, ['NADH-quinone oxidoreductase subunit F', 'NADH dehydrogenase I subunit F', 'NDH-1 subunit F', 'NUO6'],,,,,,,,,,,
P31992, ['Tautomerase PptA'],,,,,,,,,,,,,,
P32055, ['GDP-L-fucose synthase', 'GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase'],,,,,,,,,,,,
P32056, ['GDP-mannose mannosyl hydrolase', 'GDPMH', 'Colanic acid biosynthesis protein WcaH'],,,,,,,,,,,,
P32099, ['Lipoate-protein ligase A', 'Lipoate--protein ligase'],,,,,,,,,,,,,
P32131, ['Oxygen-independent coproporphyrinogen III oxidase', 'CPO', 'Coproporphyrinogen III dehydrogenase', 'CPDH'],,,,,,,,,,,
P32138, ['Sulfoquinovosidase', 'SQase'],,,,,,,,,,,,,
P32140, ['Sulfoquinovose isomerase', 'SQ isomerase', 'Sulfoquinovose-sulfofructose isomerase', 'SQ-SF isomerase'],,,,,,,,,,,
P32143, ['Sulfofructose kinase', 'SF kinase'],,,,,,,,,,,,,
P32156, ['L-rhamnose mutarotase', 'Rhamnose 1-epimerase', 'Type-3 mutarotase'],,,,,,,,,,,,
P32166, ['1,4-dihydroxy-2-naphthoate octaprenyltransferase', 'DHNA-octaprenyltransferase'],,,,,,,,,,,,
P32169, ['Rhamnulose-1-phosphate aldolase'],,,,,,,,,,,,,,
P32170, ['L-rhamnose isomerase', 'RhamIso'],,,,,,,,,,,,,
P32171, ['L-Rhamnulokinase', 'RhaB', 'RhuK', 'ATP:L-rhamnulose phosphotransferase', 'L-rhamnulose 1-kinase', 'Rhamnulose kinase'],,,,,,,,,
P32173, ['Molybdenum cofactor guanylyltransferase', 'MoCo guanylyltransferase', 'GTP:molybdopterin guanylyltransferase', 'Mo-MPT guanylyltransferase', 'Molybdopterin guanylyltransferase', 'Molybdopterin-guanine dinucleotide biosynthesis protein A', 'Molybdopterin-guanine dinucleotide synthase', 'MGD synthase', 'Protein FA'],,,,,,
P32176, ['Formate dehydrogenase-O major subunit', 'Aerobic formate dehydrogenase major subunit', 'FDH-Z subunit alpha', 'Formate dehydrogenase-O subunit alpha'],,,,,,,,,,,
P32177, ['Sulfur carrier protein FdhD', 'Sulfurtransferase FdhD'],,,,,,,,,,,,,
P32662, ['Phosphoglycolate phosphatase', 'PGP', 'PGPase'],,,,,,,,,,,,
P32664, ['NAD-capped RNA hydrolase NudC', 'DeNADding enzyme NudC', 'NADH pyrophosphatase'],,,,,,,,,,,,
P32684, ['Dual-specificity RNA pseudouridine synthase RluF', '23S rRNA pseudouridine(2604) synthase', 'Ribosomal large subunit pseudouridine synthase F', 'rRNA pseudouridylate synthase F', 'rRNA-uridine isomerase F', 'tRNA(Tyr) pseudouridine(35) synthase'],,,,,,,,,
P32695, ['tRNA-dihydrouridine(20/20a) synthase', 'U20-specific dihydrouridine synthase', 'U20-specific Dus', 'tRNA-dihydrouridine synthase A'],,,,,,,,,,,
P32705, ['Cation/acetate symporter ActP', 'Acetate permease', 'Acetate transporter ActP'],,,,,,,,,,,,
P32717, ['Linear primary-alkylsulfatase', 'Type III linear primary-alkylsulfatase'],,,,,,,,,,,,,
P32719, ['D-allulose-6-phosphate 3-epimerase'],,,,,,,,,,,,,,
P33013, ['D-alanyl-D-alanine carboxypeptidase DacD', 'DD-carboxypeptidase', 'DD-peptidase', 'Penicillin-binding protein 6b', 'PBP-6b'],,,,,,,,,,
P33015, ['Thiosulfate transporter TsuA', 'Thiosulfate uptake protein A'],,,,,,,,,,,,,
P33018, ['S-formylglutathione hydrolase YeiG', 'FGH'],,,,,,,,,,,,,
P33022, ['Pyrimidine-specific ribonucleoside hydrolase RihB', 'Cytidine/uridine-specific hydrolase'],,,,,,,,,,,,,
P33025," [""Pseudouridine-5'-phosphate glycosidase""", 'PsiMP glycosidase'],,,,,,,,,,,,,
P33195, ['Glycine dehydrogenase', 'decarboxylating', 'Glycine cleavage system P-protein', 'Glycine decarboxylase', 'Glycine dehydrogenase (aminomethyl-transferring'],,,,,,,,,,
P33219, ['Protein YebF'],,,,,,,,,,,,,,
P33221, ['Formate-dependent phosphoribosylglycinamide formyltransferase'," ""5'-phosphoribosylglycinamide transformylase 2""", 'Formate-dependent GAR transformylase', 'GAR transformylase 2', 'GART 2', 'GAR transformylase T', 'Non-folate glycinamide ribonucleotide transformylase', 'Phosphoribosylglycinamide formyltransferase 2'],,,,,,,
P33224, ['Putative acyl-CoA dehydrogenase AidB'],,,,,,,,,,,,,,
P33225, ['Trimethylamine-N-oxide reductase 1', 'TMAO reductase 1', 'Trimethylamine oxidase 1'],,,,,,,,,,,,
P33226, ['Cytochrome c-type protein TorC'],,,,,,,,,,,,,,
P33232, ['L-lactate dehydrogenase', 'EC 1.1.-.-'],,,,,,,,,,,,,
P33371, ['tRNA-dihydrouridine(16) synthase', 'U16-specific dihydrouridine synthase', 'U16-specific Dus', 'tRNA-dihydrouridine synthase C'],,,,,,,,,,,
P33599, ['NADH-quinone oxidoreductase subunit C/D', 'NADH dehydrogenase I subunit C/D', 'NDH-1 subunit C/D', 'NUO3/NUO4'],,,,,,,,,,,
P33602, ['NADH-quinone oxidoreductase subunit G', 'NADH dehydrogenase I subunit G', 'NDH-1 subunit G', 'NUO7'],,,,,,,,,,,
P33607, ['NADH-quinone oxidoreductase subunit L', 'NADH dehydrogenase I subunit L', 'NDH-1 subunit L', 'NUO12'],,,,,,,,,,,
P33643, ['Ribosomal large subunit pseudouridine synthase D', '23S rRNA pseudouridine(1911/1915/1917) synthase', 'rRNA pseudouridylate synthase D', 'rRNA-uridine isomerase D'],,,,,,,,,,,
P33644, ['Purine nucleoside phosphorylase YfiH', 'Adenosine deaminase YfiH', 'Polyphenol oxidase YfiH'," ""S-methyl-5'-thioadenosine phosphorylase YfiH""]",,,,,,,,,,,
P33647, ['Endoribonuclease toxin ChpB', 'EC 3.1.-.-', 'Toxin ChpB', 'mRNA interferase ChpB'],,,,,,,,,,,
P33650, ['Fe(2+) transporter FeoB', 'Ferrous iron transport protein B'],,,,,,,,,,,,,
P33667, ['tRNA 2-selenouridine synthase', 'Selenophosphate-dependent tRNA 2-selenouridine synthase'],,,,,,,,,,,,,
P33919, ['Putative DNA repair helicase RadD'],,,,,,,,,,,,,,
P33937, ['Periplasmic nitrate reductase'],,,,,,,,,,,,,,
P35340, ['Alkyl hydroperoxide reductase subunit F', 'Alkyl hydroperoxide reductase F52A protein'],,,,,,,,,,,,,
P36548, ['N-acetylmuramoyl-L-alanine amidase AmiA'],,,,,,,,,,,,,,
P36553, ['Oxygen-dependent coproporphyrinogen-III oxidase', 'CPO', 'Coprogen oxidase', 'Coproporphyrinogenase'],,,,,,,,,,,
P36566, ['tRNA 5-carboxymethoxyuridine methyltransferase', 'cmo5U methyltransferase'],,,,,,,,,,,,,
P36649, ['Multicopper oxidase CueO', 'MCO', 'Blue copper oxidase CueO', 'Copper efflux oxidase', 'Cu efflux oxidase', 'Cuprous oxidase'],,,,,,,,,
P36655, ['Thiol:disulfide interchange protein DsbD', 'C-type cytochrome biogenesis protein CycZ', 'Inner membrane copper tolerance protein', 'Protein-disulfide reductase', 'Disulfide reductase'],,,,,,,,,,
P36672, ['PTS system trehalose-specific EIIBC component', 'EIIBC-Tre', 'EII-Tre) [Includes: Trehalose-specific phosphotransferase enzyme IIB component  (PTS system trehalose-specific EIIB component); Trehalose permease IIC component (PTS system trehalose-specific EIIC component)]'],,,,,,,,,,,,
P36675, ['Alternative ribosome-rescue factor A'],,,,,,,,,,,,,,
P36680, ['Cell division protein ZapD', 'Z ring-associated protein D'],,,,,,,,,,,,,
P36683, ['Aconitate hydratase B', 'ACN', 'Aconitase', '(2R,3S)-2-methylisocitrate dehydratase', '(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase', '2-methyl-cis-aconitate hydratase', 'Iron-responsive protein-like', 'IRP-like', 'RNA-binding protein'],,
P36837, ['Dipeptide and tripeptide permease B'],,,,,,,,,,,,,,
P36929, ['Ribosomal RNA small subunit methyltransferase B', '16S rRNA m5C967 methyltransferase', 'rRNA (cytosine-C(5)-)-methyltransferase RsmB'],,,,,,,,,,,,
P36937, ['Potassium-transporting ATPase KdpF subunit', 'ATP phosphohydrolase [potassium-transporting] F chain', 'Potassium-binding and translocating subunit F', 'Potassium-translocating ATPase F chain'],,,,,,,,,,,
P36979, ['Dual-specificity RNA methyltransferase RlmN', '23S rRNA (adenine(2503)-C(2))-methyltransferase', '23S rRNA m2A2503 methyltransferase', 'Ribosomal RNA large subunit methyltransferase N', 'tRNA (adenine(37)-C(2))-methyltransferase', 'tRNA m2A37 methyltransferase'],,,,,,,,,
P37001, ['Lipid A palmitoyltransferase PagP', 'Lipid A acylation protein'],,,,,,,,,,,,,
P37002, ['Fluoride-specific ion channel FluC', 'Fluoride exporter'],,,,,,,,,,,,,
P37013, ['Anaerobic nitric oxide reductase transcription regulator NorR'],,,,,,,,,,,,,,
P37019, ['H(+)/Cl(-) exchange transporter ClcA', 'ClC-ec1'],,,,,,,,,,,,,
P37025," [""RNA 2'","3'-cyclic phosphodiesterase"""," ""RNA 2'","3'-CPDase"""," ""Two-histidine 2'","3'-cyclic phosphodiesterase acting on RNA""]",,,,,,,,,
P37028, ['Vitamin B12-binding protein'],,,,,,,,,,,,,,
P37051, ['Formyltetrahydrofolate deformylase', 'Formyl-FH(4) hydrolase'],,,,,,,,,,,,,
P37095, ['Peptidase B', 'Aminopeptidase B'],,,,,,,,,,,,,
P37128, ['GDP-mannose pyrophosphatase', 'GDP-mannose hydrolase', 'GDPMK'],,,,,,,,,,,,
P37146, ['Ribonucleoside-diphosphate reductase 2 subunit beta', 'R2F protein', 'Ribonucleotide reductase 2'],,,,,,,,,,,,
P37177, ['Phosphoenolpyruvate-dependent phosphotransferase system', 'Enzyme I-Ntr', 'EINtr', 'Phosphotransferase system, enzyme I'],,,,,,,,,,
P37188, ['PTS system galactitol-specific EIIB component', 'EIIB-Gat', 'Galactitol-specific phosphotransferase enzyme IIB component'],,,,,,,,,,,,
P37313, ['Dipeptide transport ATP-binding protein DppF'],,,,,,,,,,,,,,
P37329, ['Molybdate-binding protein ModA', 'Molybdate/tungstate-binding protein ModA'],,,,,,,,,,,,,
P37330, ['Malate synthase G', 'MSG'],,,,,,,,,,,,,
P37339, ['L-2-hydroxyglutarate dehydrogenase', 'L2HG dehydrogenase', 'L2HG:quinone oxidoreductase'],,,,,,,,,,,,
