Uniprot_ID,Names,,,,,,,,,,,,,
A0A0H2V871,Apo-salmochelin esterase,Enterobactin hydrolase IroE,,,,,,,,,,,,
B7LGV7,Periplasmic trehalase,Alpha,,,,,,,,,,,,
B7LGW9,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,CMK,4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase,,,,,,,,,,,
B7LGX1,Glutamyl-tRNA reductase,GluTR,,,,,,,,,,,,
B7LGZ1,Undecaprenyl-diphosphatase,Bacitracin resistance protein,Undecaprenyl pyrophosphate phosphatase,,,,,,,,,,,
B7LGZ2,Multifunctional CCA protein [Includes: CCA-adding enzyme,CCA tRNA nucleotidyltransferase,tRNA CCA-pyrophosphorylase,tRNA adenylyl-/cytidylyl-transferase,tRNA nucleotidyltransferase,tRNA-NT); 2'-nucleotidase ; 2',,,,,,,,
B7LGZ5,Glycerol-3-phosphate acyltransferase,G3P acyltransferase,GPAT,EC 2.3.1.15,,,,,,,,,,
B7LGZ9,tRNA N6-adenosine threonylcarbamoyltransferase,N6-L-threonylcarbamoyladenine synthase,t(6)A synthase,t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD,tRNA threonylcarbamoyladenosine biosynthesis protein TsaD,,,,,,,,,
B7LH62,5-keto-4-deoxy-D-glucarate aldolase,KDGluc aldolase,KDGlucA,2-dehydro-3-deoxy-D-glucarate aldolase,2-keto-3-deoxy-D-glucarate aldolase,5-dehydro-4-deoxy-D-glucarate aldolase,Alpha-keto-beta-deoxy-D-glucarate aldolase,,,,,,,
B7LH72,D-tagatose-1,,,,,,,,,,,,,
B7LH99,Polyribonucleotide nucleotidyltransferase,Polynucleotide phosphorylase,PNPase,,,,,,,,,,,
B7LHC0,Ribonuclease H,RNase H,,,,,,,,,,,,
B7LHF3,Phosphoheptose isomerase,Sedoheptulose 7-phosphate isomerase,,,,,,,,,,,,
B7LHN6,Argininosuccinate synthase,Citrulline--aspartate ligase,,,,,,,,,,,,
B7LHP2,Ribosomal RNA large subunit methyltransferase E,23S rRNA Um2552 methyltransferase,rRNA (uridine-2'-O-)-methyltransferase,,,,,,,,,,,
B7LHP6,GTPase Obg,GTP-binding protein Obg,,,,,,,,,,,,
B7LHP8,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Enoylpyruvate transferase,UDP-N-acetylglucosamine enolpyruvyl transferase,EPT,,,,,,,,,,
B7LHS1,Biosynthetic peptidoglycan transglycosylase,Glycan polymerase,Peptidoglycan glycosyltransferase MtgA,PGT,,,,,,,,,,
B7LHT0,N-acetylmannosamine kinase,ManNAc kinase,N-acetyl-D-mannosamine kinase,,,,,,,,,,,
B7LHT3,N-acetylneuraminate lyase,NAL,Neu5Ac lyase,N-acetylneuraminate pyruvate-lyase,N-acetylneuraminic acid aldolase,Sialate lyase,Sialic acid aldolase,Sialic acid lyase,,,,,,
B7LHX9,Shikimate dehydrogenase,NADP(+),SDH,,,,,,,,,,,
B7LHZ0,Ribosomal RNA small subunit methyltransferase B,16S rRNA m5C967 methyltransferase,rRNA (cytosine-C(5)-)-methyltransferase RsmB,,,,,,,,,,,
B7LX24,Phosphate acyltransferase,Acyl-ACP phosphotransacylase,Acyl-[acyl-carrier-protein]--phosphate acyltransferase,Phosphate-acyl-ACP acyltransferase,,,,,,,,,,
B7LX41,Beta-hexosaminidase,Beta-N-acetylhexosaminidase,N-acetyl-beta-glucosaminidase,,,,,,,,,,,
B7LXA7,Endo-type membrane-bound lytic murein transglycosylase A,EC 4.2.2.n2,Peptidoglycan lytic endotransglycosylase,,,,,,,,,,,
B7LXB1,Periplasmic trehalase,Alpha,,,,,,,,,,,,
B7LXC3,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,CMK,4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase,,,,,,,,,,,
B7LXC5,Glutamyl-tRNA reductase,GluTR,,,,,,,,,,,,
B7LXF5,Protein-L-isoaspartate O-methyltransferase,L-isoaspartyl protein carboxyl methyltransferase,Protein L-isoaspartyl methyltransferase,Protein-beta-aspartate methyltransferase,PIMT,,,,,,,,,
B7LXF6,5'/3'-nucleotidase SurE,Exopolyphosphatase,Nucleoside monophosphate phosphohydrolase,,,,,,,,,,,
B7LXF7,tRNA pseudouridine synthase D,tRNA pseudouridine(13) synthase,tRNA pseudouridylate synthase D,tRNA-uridine isomerase D,,,,,,,,,,
B7LXF8,2-C-methyl-D-erythritol 2,,,,,,,,,,,,,
B7LXF9,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,MEP cytidylyltransferase,MCT,,,,,,,,,,
B7LXG2,Adenylyl-sulfate kinase,APS kinase,ATP adenosine-5'-phosphosulfate 3'-phosphotransferase,Adenosine-5'-phosphosulfate kinase,,,,,,,,,,
B7LXG3,Sulfate adenylyltransferase subunit 1,ATP-sulfurylase large subunit,Sulfate adenylate transferase,SAT,,,,,,,,,,
B7LXG4,Sulfate adenylyltransferase subunit 2,ATP-sulfurylase small subunit,Sulfate adenylate transferase,SAT,,,,,,,,,,
B7LXH5,Phosphoadenosine 5'-phosphosulfate reductase,PAPS reductase,3'-phosphoadenylylsulfate reductase,PAPS reductase,,,,,,,,,,
B7LXH6,Sulfite reductase [NADPH] hemoprotein beta-component,SiR-HP,SiRHP,,,,,,,,,,,
B7LXJ5,Enolase,2-phospho-D-glycerate hydro-lyase,2-phosphoglycerate dehydratase,,,,,,,,,,,
B7LXL0,NADPH-dependent 7-cyano-7-deazaguanine reductase,7-cyano-7-carbaguanine reductase,NADPH-dependent nitrile oxidoreductase,PreQ(0) reductase,,,,,,,,,,
B7LXL4,Flap endonuclease Xni,FEN,EC 3.1.-.-,,,,,,,,,,,
B7LXL8,L-fucose isomerase,6-deoxy-L-galactose isomerase,FucIase,,,,,,,,,,,
B7LXM0,L-fucose mutarotase,Fucose 1-epimerase,Type-2 mutarotase,,,,,,,,,,,
B7LXM2,Ribosomal RNA large subunit methyltransferase M,23S rRNA (cytidine2498-2'-O)-methyltransferase,23S rRNA 2'-O-ribose methyltransferase RlmM,,,,,,,,,,,
B7LXS2,Phosphoglycerol transferase I,Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,,,,,,,,,,,,
B7LXU3,Deoxyribose-phosphate aldolase,DERA,2-deoxy-D-ribose 5-phosphate aldolase,Phosphodeoxyriboaldolase,Deoxyriboaldolase,,,,,,,,,
B7LXU5,Phosphopentomutase,Phosphodeoxyribomutase,,,,,,,,,,,,
B7LXU6,Purine nucleoside phosphorylase DeoD-type,PNP,,,,,,,,,,,,
B7LXU8,Lipoate-protein ligase A,Lipoate--protein ligase,,,,,,,,,,,,
B7LY36,GTP cyclohydrolase-2,GTP cyclohydrolase II,,,,,,,,,,,,
B7LY40,Orotidine 5'-phosphate decarboxylase,OMP decarboxylase,OMPDCase,OMPdecase,,,,,,,,,,
B7LY83,Thymidylate synthase,TS,TSase,,,,,,,,,,,
B7LY99,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,5-keto-4-deoxyuronate isomerase,DKI isomerase,,,,,,,,,,,
B7LYD8,D-phenylhydantoinase,Hydantoin-utilizing enzyme HyuA,,,,,,,,,,,,
B7LYF3,Isopentenyl-diphosphate Delta-isomerase,IPP isomerase,IPP:DMAPP isomerase,Isopentenyl pyrophosphate isomerase,,,,,,,,,,
B7LYL5,tRNA-cytidine(32) 2-sulfurtransferase,Two-thiocytidine biosynthesis protein A,tRNA 2-thiocytidine biosynthesis protein TtcA,,,,,,,,,,,
B7LYU4,D-erythrose-4-phosphate dehydrogenase,E4PDH,,,,,,,,,,,,
B7LYX2,S-adenosylmethionine synthase,AdoMet synthase,MAT,Methionine adenosyltransferase,,,,,,,,,,
B7LYZ3,Membrane-bound lytic murein transglycosylase C,EC 4.2.2.n1,Murein lyase C,,,,,,,,,,,
B7LZ33,Gamma-aminobutyraldehyde dehydrogenase,ABALDH,1-pyrroline dehydrogenase,4-aminobutanal dehydrogenase,5-aminopentanal dehydrogenase,,,,,,,,,
B7LZ73,NAD-dependent malic enzyme,NAD-ME,,,,,,,,,,,,
B7LZJ1,3,,,,,,,,,,,,,
B7LZK2,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,ATP:glutamine synthetase adenylyltransferase,ATase) [Includes: Glutamine synthetase adenylyl-L-tyrosine phosphorylase  (Adenylyl removase,AR,AT-N); Glutamine synthetase adenylyl transferase  (Adenylyl transferase,AT,AT-C)],,,,,,,
B7LZK6,Multifunctional CCA protein [Includes: CCA-adding enzyme,CCA tRNA nucleotidyltransferase,tRNA CCA-pyrophosphorylase,tRNA adenylyl-/cytidylyl-transferase,tRNA nucleotidyltransferase,tRNA-NT); 2'-nucleotidase ; 2',,,,,,,,
B7LZK7,Undecaprenyl-diphosphatase,Bacitracin resistance protein,Undecaprenyl pyrophosphate phosphatase,,,,,,,,,,,
B7LZK9,Glycerol-3-phosphate acyltransferase,G3P acyltransferase,GPAT,EC 2.3.1.15,,,,,,,,,,
B7LZL4,tRNA N6-adenosine threonylcarbamoyltransferase,N6-L-threonylcarbamoyladenine synthase,t(6)A synthase,t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD,tRNA threonylcarbamoyladenosine biosynthesis protein TsaD,,,,,,,,,
B7M032,5-keto-4-deoxy-D-glucarate aldolase,KDGluc aldolase,KDGlucA,2-dehydro-3-deoxy-D-glucarate aldolase,2-keto-3-deoxy-D-glucarate aldolase,5-dehydro-4-deoxy-D-glucarate aldolase,Alpha-keto-beta-deoxy-D-glucarate aldolase,,,,,,,
B7M045,D-tagatose-1,,,,,,,,,,,,,
B7M072,Polyribonucleotide nucleotidyltransferase,Polynucleotide phosphorylase,PNPase,,,,,,,,,,,
B7M079,Argininosuccinate synthase,Citrulline--aspartate ligase,,,,,,,,,,,,
B7M085,Ribosomal RNA large subunit methyltransferase E,23S rRNA Um2552 methyltransferase,rRNA (uridine-2'-O-)-methyltransferase,,,,,,,,,,,
B7M089,GTPase Obg,GTP-binding protein Obg,,,,,,,,,,,,
B7M095,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Enoylpyruvate transferase,UDP-N-acetylglucosamine enolpyruvyl transferase,EPT,,,,,,,,,,
B7M0B1,Chaperone protein DnaJ,,,,,,,,,,,,,
B7M0C2,Isoleucine--tRNA ligase,Isoleucyl-tRNA synthetase,IleRS,,,,,,,,,,,
B7M0C3,Lipoprotein signal peptidase,Prolipoprotein signal peptidase,Signal peptidase II,SPase II,,,,,,,,,,
B7M0C5,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,HMBPP reductase,,,,,,,,,,,,
B7M0C7,4-hydroxy-tetrahydrodipicolinate reductase,HTPA reductase,,,,,,,,,,,,
B7M0D4,Crotonobetaine/carnitine--CoA ligase,,,,,,,,,,,,,
B7M0D5,L-carnitine CoA-transferase,Crotonobetainyl-CoA:carnitine CoA-transferase,,,,,,,,,,,,
B7M0E3,Glutathione-regulated potassium-efflux system ancillary protein KefF,Quinone oxidoreductase KefF,,,,,,,,,,,,
B7M0E4,Glutathione-regulated potassium-efflux system protein KefC,K(+)/H(+) antiporter,,,,,,,,,,,,
B7M0E8,Ribosomal RNA small subunit methyltransferase A,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase,16S rRNA dimethyladenosine transferase,16S rRNA dimethylase,S-adenosylmethionine-6-N',,,,,,,,,
B7M0E9,4-hydroxythreonine-4-phosphate dehydrogenase,4-(phosphohydroxy)-L-threonine dehydrogenase,,,,,,,,,,,,
B7M0F4,RNA polymerase-associated protein RapA,ATP-dependent helicase HepA,,,,,,,,,,,,
B7M0H9,Adenosine deaminase,Adenosine aminohydrolase,,,,,,,,,,,,
B7M0I5,Ion-translocating oxidoreductase complex subunit B,EC 7.-.-.-,Rsx electron transport complex subunit B,,,,,,,,,,,
B7M0I6,Ion-translocating oxidoreductase complex subunit C,EC 7.-.-.-,Rsx electron transport complex subunit C,,,,,,,,,,,
B7M0J4,Tyrosine--tRNA ligase,Tyrosyl-tRNA synthetase,TyrRS,,,,,,,,,,,
B7M0J5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PNP/PMP oxidase,PNPOx,Pyridoxal 5'-phosphate synthase,,,,,,,,,,
B7M0J7,Anhydro-N-acetylmuramic acid kinase,AnhMurNAc kinase,,,,,,,,,,,,
B7M0N5,Cysteine desulfurase,Selenocysteine beta-lyase,SCL,Selenocysteine lyase,Selenocysteine reductase,,,,,,,,,
B7M0P8,Quinate/shikimate dehydrogenase,NAD-dependent shikimate 5-dehydrogenase,,,,,,,,,,,,
B7M0P9,3-dehydroquinate dehydratase,3-dehydroquinase,Type I DHQase,Type I dehydroquinase,DHQ1,,,,,,,,,
B7M0S6,Biosynthetic peptidoglycan transglycosylase,Glycan polymerase,Peptidoglycan glycosyltransferase MtgA,PGT,,,,,,,,,,
B7M0T7,N-acetylneuraminate lyase,NAL,Neu5Ac lyase,N-acetylneuraminate pyruvate-lyase,N-acetylneuraminic acid aldolase,Sialate lyase,Sialic acid aldolase,Sialic acid lyase,,,,,,
B7M0Y7,Shikimate dehydrogenase,NADP(+),SDH,,,,,,,,,,,
B7M0Z4,Ribosomal RNA small subunit methyltransferase B,16S rRNA m5C967 methyltransferase,rRNA (cytosine-C(5)-)-methyltransferase RsmB,,,,,,,,,,,
B7M117,3-isopropylmalate dehydratase large subunit,Alpha-IPM isomerase,IPMI,Isopropylmalate isomerase,,,,,,,,,,
B7M119,2-isopropylmalate synthase,Alpha-IPM synthase,Alpha-isopropylmalate synthase,,,,,,,,,,,
B7M130,Phospho-N-acetylmuramoyl-pentapeptide-transferase,UDP-MurNAc-pentapeptide phosphotransferase,,,,,,,,,,,,
B7M133,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,,,,,,,,,,,,
B7M134,UDP-N-acetylmuramate--L-alanine ligase,UDP-N-acetylmuramoyl-L-alanine synthetase,,,,,,,,,,,,
B7M139,UDP-3-O-acyl-N-acetylglucosamine deacetylase,UDP-3-O-acyl-GlcNAc deacetylase,UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase,,,,,,,,,,,
B7M141,Protein translocase subunit SecA,,,,,,,,,,,,,
B7M145,GMP reductase,Guanosine 5'-monophosphate oxidoreductase,Guanosine monophosphate reductase,,,,,,,,,,,
B7M161,S-adenosylmethionine decarboxylase proenzyme,AdoMetDC,SAMDC)  [Cleaved into: S-adenosylmethionine decarboxylase beta chain; S-adenosylmethionine decarboxylase alpha chain],,,,,,,,,,,
B7M162,Polyamine aminopropyltransferase,Putrescine aminopropyltransferase,PAPT,Spermidine synthase,SPDS,SPDSY,,,,,,,,
B7M172,Aspartate 1-decarboxylase,Aspartate alpha-decarboxylase) [Cleaved into: Aspartate 1-decarboxylase beta chain; Aspartate 1-decarboxylase alpha chain],,,,,,,,,,,,
B7M174,Pantothenate synthetase,PS,Pantoate--beta-alanine ligase,Pantoate-activating enzyme,,,,,,,,,,
B7M175,3-methyl-2-oxobutanoate hydroxymethyltransferase,Ketopantoate hydroxymethyltransferase,KPHMT,,,,,,,,,,,
B7M195,Glutamate-1-semialdehyde 2,,,,,,,,,,,,,
B7M196,H(+)/Cl(-) exchange transporter ClcA,,,,,,,,,,,,,
B7M1A0,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,MTA/SAH nucleosidase,MTAN,5'-deoxyadenosine nucleosidase,DOA nucleosidase,dAdo nucleosidase,5'-methylthioadenosine nucleosidase,MTA nucleosidase,S-adenosylhomocysteine nucleosidase,AdoHcy nucleosidase,SAH nucleosidase,SRH nucleosidase,,
B7M1A6,Bifunctional uridylyltransferase/uridylyl-removing enzyme,UTase/UR,Bifunctional [protein-PII] modification enzyme,Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase,UTase) ; [Protein-PII]-UMP uridylyl-removing enzyme (UR) ],,,,,,,,,
B7M1B1,Phosphoenolpyruvate synthase regulatory protein,PEP synthase regulatory protein,PSRP,Pyruvate,,,,,,,,,,
B7M1B8,Vitamin B12 import ATP-binding protein BtuD,Vitamin B12-transporting ATPase,,,,,,,,,,,,
B7M1C3,Phenylalanine--tRNA ligase alpha subunit,Phenylalanyl-tRNA synthetase alpha subunit,PheRS,,,,,,,,,,,
B7M1C7,Threonine--tRNA ligase,Threonyl-tRNA synthetase,ThrRS,,,,,,,,,,,
B7M1E5,Chitooligosaccharide deacetylase,COD,Chitin disaccharide deacetylase,Chitobiose deacetylase,Chitobiose-6P deacetylase,Chitotriose deacetylase,Chitotriose-6P deacetylase,,,,,,,
B7M1F2,NH(3)-dependent NAD(+) synthetase,,,,,,,,,,,,,
B7M1F6,Succinylglutamate desuccinylase,,,,,,,,,,,,,
B7M1G0,Succinylornithine transaminase,Succinylornithine aminotransferase,,,,,,,,,,,,
B7M1N1,Large ribosomal subunit protein uL2,50S ribosomal protein L2,,,,,,,,,,,,
B7M1Q3,Glutathione-regulated potassium-efflux system ancillary protein KefG,Putative quinone oxidoreductase KefG,,,,,,,,,,,,
B7M1U1,3-dehydroquinate synthase,DHQS,,,,,,,,,,,,
B7M1U2,Shikimate kinase 1,SK 1,,,,,,,,,,,,
B7M1V7,Phosphoenolpyruvate carboxykinase,ATP,PCK,PEP carboxykinase,PEPCK,,,,,,,,,
B7M1W8,Pimeloyl-[acyl-carrier protein] methyl ester esterase,Biotin synthesis protein BioH,Carboxylesterase BioH,,,,,,,,,,,
B7M1Y3,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase,(3R)-hydroxymyristoyl-ACP dehydrase,Beta-hydroxyacyl-ACP dehydratase,,,,,,,,,,
B7M1Y6,Ribonuclease HII,RNase HII,,,,,,,,,,,,
B7M1Y8,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,ACCase subunit alpha,Acetyl-CoA carboxylase carboxyltransferase subunit alpha,,,,,,,,,,,
B7M213,Ribonuclease H,RNase H,,,,,,,,,,,,
B7M252,Phosphoheptose isomerase,Sedoheptulose 7-phosphate isomerase,,,,,,,,,,,,
B7M271,Glutamate 5-kinase,Gamma-glutamyl kinase,GK,,,,,,,,,,,
B7M2F1,Holliday junction branch migration complex subunit RuvB,,,,,,,,,,,,,
B7M2F2,Holliday junction branch migration complex subunit RuvA,,,,,,,,,,,,,
B7M2F4,Crossover junction endodeoxyribonuclease RuvC,Holliday junction nuclease RuvC,Holliday junction resolvase RuvC,,,,,,,,,,,
B7M2F7,Aspartate--tRNA ligase,Aspartyl-tRNA synthetase,AspRS,,,,,,,,,,,
B7M2H9,HTH-type transcriptional regulator MalT,ATP-dependent transcriptional activator MalT,,,,,,,,,,,,
B7M2J3,Glucose-1-phosphate adenylyltransferase,ADP-glucose pyrophosphorylase,ADPGlc PPase,ADP-glucose synthase,,,,,,,,,,
B7M2J4,Glycogen debranching enzyme,Limit dextrin alpha-1,,,,,,,,,,,,
B7M2V5,Oxygen-dependent choline dehydrogenase,CDH,CHD,Betaine aldehyde dehydrogenase,BADH,,,,,,,,,
B7M2V6,Betaine aldehyde dehydrogenase,BADH,,,,,,,,,,,,
B7M2Z6,2,,,,,,,,,,,,,
B7M2Z7,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase,2-hydroxy-6-ketonona-2,,,,,,,,,,,,
B7M2Z9,Acetaldehyde dehydrogenase,Acetaldehyde dehydrogenase [acetylating],,,,,,,,,,,,
B7M300,4-hydroxy-2-oxovalerate aldolase,HOA,4-hydroxy-2-keto-pentanoic acid aldolase,4-hydroxy-2-oxopentanoate aldolase,,,,,,,,,,
B7M333,Shikimate kinase 2,SK 2,,,,,,,,,,,,
B7M3A9,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,,,,,,,,,,,,,
B7M3C8,Adenosylcobinamide-GDP ribazoletransferase,Cobalamin synthase,Cobalamin-5'-phosphate synthase,,,,,,,,,,,
B7M3D0,Cytoplasmic trehalase,Alpha,,,,,,,,,,,,
B7M3H6,Glyoxylate/hydroxypyruvate reductase B,,,,,,,,,,,,,
B7M3J9,2,,,,,,,,,,,,,
B7M3L6,L-seryl-tRNA(Sec) selenium transferase,Selenocysteine synthase,Sec synthase,Selenocysteinyl-tRNA(Sec) synthase,,,,,,,,,,
B7M3P5,Queuine tRNA-ribosyltransferase,Guanine insertion enzyme,tRNA-guanine transglycosylase,,,,,,,,,,,
B7M3Q9,1-deoxy-D-xylulose-5-phosphate synthase,1-deoxyxylulose-5-phosphate synthase,DXP synthase,DXPS,,,,,,,,,,
B7M3S9,Trigger factor,TF,PPIase,,,,,,,,,,,
B7M3T7,7-cyano-7-deazaguanine synthase,7-cyano-7-carbaguanine synthase,PreQ(0) synthase,Queuosine biosynthesis protein QueC,,,,,,,,,,
B7M3W6,Adenylate kinase,AK,ATP-AMP transphosphorylase,ATP:AMP phosphotransferase,Adenylate monophosphate kinase,,,,,,,,,
B7M3W7,Ferrochelatase,Heme synthase,Protoheme ferro-lyase,,,,,,,,,,,
B7M3Z8,ATP phosphoribosyltransferase,ATP-PRT,ATP-PRTase,,,,,,,,,,,
B7M404,Imidazole glycerol phosphate synthase subunit HisF,IGP synthase cyclase subunit,IGP synthase subunit HisF,ImGP synthase subunit HisF,IGPS subunit HisF,,,,,,,,,
B7M449,dCTP deaminase,Deoxycytidine triphosphate deaminase,,,,,,,,,,,,
B7M470,Probable lipid kinase YegS,,,,,,,,,,,,,
B7M477,D-tagatose-1,,,,,,,,,,,,,
B7M485,Hydroxyethylthiazole kinase,4-methyl-5-beta-hydroxyethylthiazole kinase,TH kinase,Thz kinase,,,,,,,,,,
B7M492,L-lactate dehydrogenase,EC 1.1.-.-,,,,,,,,,,,,
B7M495,Glycerol-3-phosphate dehydrogenase [NAD(P)+],NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,,,,,,,,,,,,
B7M4A3,L-threonine 3-dehydrogenase,TDH,,,,,,,,,,,,
B7M4A5,ADP-L-glycero-D-manno-heptose-6-epimerase,ADP-L-glycero-beta-D-manno-heptose-6-epimerase,ADP-glyceromanno-heptose 6-epimerase,ADP-hep 6-epimerase,AGME,,,,,,,,,
B7M4B8,Phosphopantetheine adenylyltransferase,Dephospho-CoA pyrophosphorylase,Pantetheine-phosphate adenylyltransferase,PPAT,,,,,,,,,,
B7M4B9,Formamidopyrimidine-DNA glycosylase,Fapy-DNA glycosylase,DNA-(apurinic or apyrimidinic site) lyase MutM,AP lyase MutM,,,,,,,,,,
B7M4C5,Deoxyuridine 5'-triphosphate nucleotidohydrolase,dUTPase,dUTP pyrophosphatase,,,,,,,,,,,
B7M4C6,Nucleoid occlusion factor SlmA,,,,,,,,,,,,,
B7M4I1,D-galactonate dehydratase,GalD,,,,,,,,,,,,
B7M4K7,tRNA 2-selenouridine synthase,,,,,,,,,,,,,
B7M4L5,Allantoinase,Allantoin-utilizing enzyme,,,,,,,,,,,,
B7M4M7,UDP-2,,,,,,,,,,,,,
B7M4N2,Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase ; Methenyltetrahydrofolate cyclohydrolase ],,,,,,,,,,,,,
B7M4V9,Methionine--tRNA ligase,Methionyl-tRNA synthetase,MetRS,,,,,,,,,,,
B7M4Y8,Cytidine deaminase,Cytidine aminohydrolase,CDA,,,,,,,,,,,
B7M510,Pyrimidine-specific ribonucleoside hydrolase RihB,Cytidine/uridine-specific hydrolase,,,,,,,,,,,,
B7M547,Cytochrome c-type biogenesis protein CcmE,Cytochrome c maturation protein E,Heme chaperone CcmE,,,,,,,,,,,
B7M559,tRNA modification GTPase MnmE,EC 3.6.-.-,,,,,,,,,,,,
B7M588,ATP synthase subunit beta,ATP synthase F1 sector subunit beta,F-ATPase subunit beta,,,,,,,,,,,
B7M590,ATP synthase subunit alpha,ATP synthase F1 sector subunit alpha,F-ATPase subunit alpha,,,,,,,,,,,
B7M593,ATP synthase subunit c,ATP synthase F(0) sector subunit c,F-type ATPase subunit c,F-ATPase subunit c,Lipid-binding protein,,,,,,,,,
B7M5A4,D-ribose pyranase,,,,,,,,,,,,,
B7M5B9,Dihydroxy-acid dehydratase,DAD,,,,,,,,,,,,
B7M5C2,Ketol-acid reductoisomerase,NADP(+),KARI,Acetohydroxy-acid isomeroreductase,AHIR,Alpha-keto-beta-hydroxylacyl reductoisomerase,Ketol-acid reductoisomerase type 2,Ketol-acid reductoisomerase type II,,,,,,
B7M5C7,ATP-dependent RNA helicase RhlB,,,,,,,,,,,,,
B7M5E0,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase,4-alpha-L-fucosyltransferase,TDP-Fuc4NAc:lipid II Fuc4NAc transferase,Fuc4NAc transferase,,,,,,,,,,
B7M5F5,Lipoyl synthase,Lip-syn,LS,Lipoate synthase,Lipoic acid synthase,Sulfur insertion protein LipA,,,,,,,,
B7M5F7,Octanoyltransferase,Lipoate-protein ligase B,Lipoyl/octanoyl transferase,Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase,,,,,,,,,,
B7M5I8,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB,tRNA-i(6)A37 methylthiotransferase,,,,,,,,,,,
B7M5J6,Glucosamine-6-phosphate deaminase,GlcN6P deaminase,GNPDA,Glucosamine-6-phosphate isomerase,,,,,,,,,,
B7M5J8,Glutamine--tRNA ligase,Glutaminyl-tRNA synthetase,GlnRS,,,,,,,,,,,
B7M5L3,Potassium-transporting ATPase ATP-binding subunit,ATP phosphohydrolase [potassium-transporting] B chain,Potassium-binding and translocating subunit B,Potassium-translocating ATPase B chain,,,,,,,,,,
B7M5M8,Endonuclease 8,DNA glycosylase/AP lyase Nei,EC 3.2.2.-,,,,,,,,,,,
B7M5P1,Succinate--CoA ligase [ADP-forming] subunit beta,Succinyl-CoA synthetase subunit beta,SCS-beta,,,,,,,,,,,
B7M5P6,Periplasmic nitrate reductase,,,,,,,,,,,,,
B7M5R7,Ubiquinone biosynthesis O-methyltransferase,2-octaprenyl-6-hydroxyphenol methylase,3-demethylubiquinone-8 3-O-methyltransferase,,,,,,,,,,,
B7M5T5,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase,UDP-Ara4O aminotransferase,UDP-4-amino-4-deoxy-L-arabinose aminotransferase,,,,,,,,,,
B7M5T6,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,Undecaprenyl-phosphate Ara4FN transferase,Ara4FN transferase,,,,,,,,,,,
B7M5T8,Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD,EC 3.5.1.n3,,,,,,,,,,,,
B7M5T9,Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,4-amino-4-deoxy-L-arabinose lipid A transferase,Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase,Undecaprenyl phosphate-alpha-L-Ara4N transferase,,,,,,,,,,
B7M5U0,Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,L-Ara4N-phosphoundecaprenol flippase subunit ArnE,Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE,,,,,,,,,,,
